gid,timestamp,Date,Zone,Preferred Language (if translator needed)?,City,State,Zipcode,# of Occupants,Are you living here now?,Rent or Own?,Rent or Own? 2,"If not here, where are you staying?",Do you need a safe place to sleep?,Does anyone in your household need food?,Do you have electricity?,Do you have water?,Do you have heat?,Do you have plumbing?,Is the water clean?,Are there children living here?,Are there senior citizens living here?,Are there disabled people living here?,What is your country of origin?,Did you stay at home during Sandy?,Was your house damaged?,Do you have a mold problem?,Do you need help with repairs?,Does anyone in your household need medical attention?,Is anyone at home feeling stressed out?,Does anyone need to speak with a lawyer?,Does anyone need to speak with a lawyer? 2,Did you receive Disaster Food Stamps?,Do you need help with unemployment benefits?,Have you registered with FEMA?,Did you receive a check from FEMA?,Did you receive all the funds you believe you should have received from FEMA?,Did you apply for an SBA loan?,"If you didn’t apply for an SBA loan, was it because you were:",Name of insurers:,Did you file an insurance claim?,Do you have flood insurance?,Have you received your flood insurance payment?,Did the payment cover all repairs?,"If insurance payment was insufficient, or claim denied, did you file an appeal?","If insurance payment was insufficient, or claim denied, did you file an appeal? 2",Would you accept help from an attorney with filing an insurance appeal?,Are you having mortgage problems?,Do you need legal help with lender problems?,Did you receive FEMA rental assistance to help you with leasing a temporary or permanent apartment?,Did you rent out any part of your home pre-Sandy?,Would you be interested in attending a community meeting?,What is your greatest need?,Response,Stickers on house?,"If free non-perishable food was available ongoing in your community, would this be helpful?",Any specific details for medical attention?,Were you told not to register FEMA or not allowed to register with FEMA?,Would you accept help from an attorney for your FEMA appeal?,Was any portion of this house used as a rental unit pre-Sandy?,"If not, do you need FEMA rental assistance to help you with leasing a temporary or permanent apartment?",CONTACT INFO NOTES,BASIC INFO NOTES,FEMA/SBA NOTE,INSURANCE NOTES,HOUSING NOTES,OTHER NOTES,What subject(s) do these additional notes apply to?,Zone Number
SI1_69,2013-01-19T23:05:32Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,1
SI1_70,2013-01-19T23:06:29Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,1
SI1_71,2013-01-19T23:06:43Z,2012-01-19T00:00:00Z,C,,,,,2,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,YES,NO,,,YES,YES,YES,NO,NO,NO,,NO,NO,NO,YES,YES,YES,NO,,,No,YES,NO,NO,,,,NO,NO,YES,,NO,,Completed,Green,NO,,NO,NO,YES,NO,,,,,,,,13
SI1_72,2013-01-19T23:07:18Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Yellow,,,,,,,,,,,,,,1
SI1_73,2013-01-19T23:08:51Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,1
SI1_74,2013-01-19T23:09:26Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,1
SI1_75,2013-01-19T23:09:41Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,1
SI1_76,2013-01-19T23:10:45Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,NO,NO,NO,NO,NO,YES,,NO,NO,NO,YES,NO,,NO,Debt / Financial,Castle Point,Yes,YES,YES,NO,NO,,YES,NO,NO,,,NO,Insurance claim,Completed,Green,NO,,,NO,NO,,,,,,,,,12
SI1_77,2013-01-19T23:11:00Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Destroyed,,,,,,,,,,,,,,1
SI1_78,2013-01-19T23:11:10Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,3,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,,,YES,YES,YES,NO,YES,,YES,NO,NO,YES,YES,NO,YES,,Quincy,Yes,NO,NO,NO,NO,,NO,YES,YES,NO,,YES,Cleaning,Completed,Green from Yellow,YES,,NO,NO,NO,NO,,,,,,,,13
SI1_79,2013-01-19T23:11:55Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,1
SI1_80,2013-01-19T23:12:01Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,None,,,,,,,,,,,,,,11
SI1_81,2013-01-19T23:13:00Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,1
SI1_82,2013-01-19T23:13:17Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,1
SI1_83,2013-01-19T23:14:06Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,1
SI1_84,2013-01-19T23:15:50Z,2012-01-19T00:00:00Z,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green from Yellow,,,,,,,,,,,,,,1
SI1_85,2013-01-19T23:16:32Z,2012-01-19T00:00:00Z,C,,,,,4,YES,,OWN,,NO,NO,YES,YES,YES,,YES,YES,NO,NO,,,YES,YES,NO,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,Travelers,Yes,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,,Completed,Green,YES,,NO,NO,NO,NO,,,,,,,,13
SI1_86,2013-01-19T23:16:40Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,1
SI1_87,2013-01-19T23:16:54Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,19
SI1_88,2013-01-19T23:17:47Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,11
SI1_89,2013-01-19T23:18:28Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,19
SI1_90,2013-01-19T23:19:15Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green from Yellow,,,,,,,,,,,,,,19
SI1_91,2013-01-19T23:20:05Z,,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,19
SI1_92,2013-01-19T23:20:25Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_93,2013-01-19T23:20:49Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,19
SI1_94,2013-01-19T23:22:38Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,19
SI1_95,2013-01-19T23:22:40Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_96,2013-01-19T23:23:02Z,2012-01-19T00:00:00Z,C,Spanish,Staten Island,NY,10306,6,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,NO,NO,NO,,NO,NO,YES,YES,YES,YES,YES,Unaware,,Renting,NO,,,,,,,NO,NO,,YES,finding a job of husband,Completed,Green,YES,,,NO,YES,NO,,,,,,,,12
SI1_97,2013-01-19T23:23:48Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_98,2013-01-19T23:24:33Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,19
SI1_99,2013-01-19T23:25:11Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_100,2013-01-19T23:26:03Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_101,2013-01-19T23:26:04Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,19
SI1_102,2013-01-19T23:26:58Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,19
SI1_103,2013-01-19T23:27:31Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,2,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,,YES,YES,YES,YES,NO,YES,,NO,NO,NO,YES,YES,NO,NO,,State Farm,Yes,NO,NO,NO,NO,,NO,NO,NO,NO,,YES,Repairs,Completed,Green,YES,,NO,YES,NO,NO,,,,,,,,13
SI1_104,2013-01-19T23:27:46Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_105,2013-01-19T23:28:42Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,2
SI1_106,2013-01-19T23:29:41Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,2
SI1_107,2013-01-19T23:29:58Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,19
SI1_108,2013-01-19T23:30:45Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,NO,NO,NO,Unsure,unsure,Yes,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,remodeling,Completed,Green,,,NO,NO,YES,NO,,,,,,,,11
SI1_109,2013-01-19T23:31:25Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green from Yellow,,,,,,,,,,,,,,2
SI1_110,2013-01-19T23:31:41Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,19
SI1_111,2013-01-19T23:31:57Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,3,YES,,OWN,,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,,NO,YES,NO,YES,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,Allstate,Yes,NO,NO,NO,NO,,YES,NO,NO,,,YES,help with house repairs (electrical and garage),Completed,None,YES,,,YES,NO,,,,,,Needs access to an electrician and help with window repairs and basement repairs.,,Home Repair,12
SI1_112,2013-01-19T23:32:25Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,19
SI1_113,2013-01-19T23:32:28Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,2
SI1_114,2013-01-19T23:33:14Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_115,2013-01-19T23:33:15Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No answer at door and appears no one lives here, HOME DESTROYED",,,,,,,,,,,,,,,19
SI1_116,2013-01-19T23:34:00Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,Green from Yellow,,,,,,,,,,,,,,2
SI1_117,2013-01-19T23:35:02Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
SI1_118,2013-01-19T23:35:34Z,2012-01-19T00:00:00Z,C,"ENGLISH, CHINESE",Staten Island,NY,,4,YES,,OWN,,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,,NO,YES,NO,YES,NO,NO,,YES,YES,NO,YES,YES,NO,NO,,,,NO,NO,NO,NO,,NO,YES,YES,NO,,NO,Repairs,Completed,None,YES,,NO,YES,NO,NO,,,,,,,,13
SI1_119,2013-01-19T23:36:48Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,19
SI1_120,2013-01-19T23:36:51Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green from Yellow,,,,,,,,,,,,,,2
SI1_121,2013-01-19T23:37:40Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,2
SI1_122,2013-01-19T23:38:29Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,2
SI1_123,2013-01-19T23:39:28Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,19
SI1_124,2013-01-19T23:39:40Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,2
SI1_125,2013-01-19T23:40:27Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_126,2013-01-19T23:41:25Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_127,2013-01-19T23:41:27Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_128,2013-01-19T23:41:33Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Yellow,,,,,,,,,,,,,,19
SI1_129,2013-01-19T23:43:13Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,19
SI1_130,2013-01-19T23:44:06Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,19
SI1_131,2013-01-19T23:45:10Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,NO,NO,NO,,NO,NO,NO,NO,,,NO,,,,,,,,,,NO,,,,YES,,Completed,Green,YES,,NO,,NO,,,,,,,,,13
SI1_132,2013-01-19T23:45:29Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,19
SI1_133,2013-01-19T23:46:58Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,19
SI1_134,2013-01-19T23:48:09Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,19
SI1_135,2013-01-19T23:48:55Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,19
SI1_136,2013-01-19T23:49:37Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,19
SI1_137,2013-01-19T23:50:46Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,19
SI1_138,2013-01-19T23:51:34Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,19
SI1_139,2013-01-19T23:52:41Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,,YES,,OWN,,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,,NO,YES,NO,YES,NO,YES,,NO,NO,NO,YES,YES,NO,NO,Debt / Financial,,No,NO,,NO,NO,,NO,YES,NO,NO,,YES,Repairs,Completed,Green,YES,,NO,YES,,NO,,,,,,,,11
SI1_140,2013-01-19T23:56:53Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,Green,,,,,,,,,,,,,,2
SI1_141,2013-01-19T23:58:37Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,2
SI1_142,2013-01-19T23:59:12Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,2,YES,,OWN,,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,,YES,YES,YES,YES,NO,YES,,YES,NO,NO,,YES,NO,YES,,Travelers,Yes,NO,NO,NO,NO,,NO,YES,NO,NO,,NO,Repairs,Completed,Yellow,,,NO,YES,NO,NO,,,,,,,,13
SI1_143,2013-01-20T00:00:23Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Red,,,,,,,,,,,,,,2
SI1_144,2013-01-20T00:01:56Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,2
SI1_145,2013-01-20T00:02:54Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_146,2013-01-20T00:03:52Z,2012-01-19T00:00:00Z,C,,,,,5,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,NO,YES,NO,YES,NO,YES,,NO,YES,NO,YES,YES,NO,NO,Debt / Financial,Allstate,Yes,NO,NO,NO,NO,,NO,YES,NO,NO,,YES,Repairs,Completed,Green,,,NO,YES,YES,NO,,,,,,,,13
SI1_147,2013-01-20T00:03:52Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,6,YES,,OWN,,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,,YES,YES,YES,YES,YES,YES,,YES,NO,NO,YES,NO,NO,NO,Debt / Financial,unsure,Yes,,NO,NO,YES,,YES,YES,YES,NO,,YES,getting help finishing reconstruction,Completed,Green,YES,,NO,YES,NO,NO,,,,,,,,11
SI1_148,2013-01-20T00:04:38Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_149,2013-01-20T00:05:44Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,2
SI1_150,2013-01-20T00:07:53Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,NO,NO,NO,,,Yes,YES,NO,NO,,,,NO,NO,,,NO,STREET CLEANING,Completed,Green,,,NO,NO,NO,,,,,,,,,13
SI1_151,2013-01-20T00:11:24Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,13
SI1_152,2013-01-20T00:12:11Z,2012-01-19T00:00:00Z,A,,,,,,YES,,OWN,,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,,,YES,YES,YES,NO,YES,,YES,YES,NO,YES,NO,,NO,,Allstate,Yes,YES,NO,NO,NO,,YES,NO,YES,,,,,,,NO,,NO,YES,NO,,,,,,,,,6
SI1_153,2013-01-20T00:12:35Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNCLEAR BY CANVASSING,Yellow from Red,,,,,,,,,,,,,,2
SI1_154,2013-01-20T00:13:05Z,,A,,Staten Island,NY,10305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIDELITY,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,6
SI1_155,2013-01-20T00:13:13Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,2
SI1_156,2013-01-20T00:13:21Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,2
SI1_157,2013-01-20T00:13:23Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,None,,,,,,,,,,,,,,13
SI1_158,2013-01-20T00:13:39Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,2
SI1_159,2013-01-20T00:13:40Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,2
SI1_160,2013-01-20T00:13:43Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,2
SI1_161,2013-01-20T00:13:48Z,,A,,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,,,,,,,,,,,,,,6
SI1_162,2013-01-20T00:14:23Z,2012-01-19T00:00:00Z,D,,,,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Yellow,,,,,,,,,,,,,,
SI1_163,2013-01-20T00:14:48Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,1,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,YES,YES,NO,YES,,NO,NO,NO,YES,YES,NO,NO,,Allstate,Yes,NO,,NO,NO,,NO,NO,NO,,,YES,help with repairing foundation,Completed,None,NO,,,NO,NO,,,,,,,,,12
SI1_164,2013-01-20T00:14:57Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,,,,,,,,,,,,,,6
